"Names","Gender"
"بی بی معصومه","F"
"بی بی منصوره","F"
"بی بی مهری","F"
"بی بی ن","F"
"بی بی ناز","F"
"بی بی نجمه","F"
"بی بی نرگس","F"
"بی بی نسا","F"
"بی بی نساء","F"
"بی بی نسای","F"
"بی بی نعیمه","F"
"بی بی نغیمه","F"
"بی بی نفس","F"
"بی بی نفیسه","F"
"بی بی نور","F"
"بی بی نیاز","F"
"بی بی نیره","F"
"بی بی هاجر","F"
"بی بی هادیه","F"
"بی بی هوریه","F"
"بی بیک","F"
"بی تا","F"
"بی دوخت","F"
"بی گرد","F"
"بی منتها","F"
"بی نظیر","F"
"بیا ضعلی","M"
"بیا نه","M"
"بیات","M"
"بیات الله","M"
"بیاز","M"
"بیاز علی","M"
"بیازید","M"
"بیاض","M"
"بیاض علی","M"
"بیاضعلی","M"
"بیام","M"
"بیامن","M"
"بیان","M"
"بیان اله","M"
"بیان دخت","F"
"بیانعلی","M"
"بیانه","F"
"بیب اله","M"
"بیبون","M"
"بیبی","F"
"بیبی خانم","F"
"بیبی خاور","F"
"بیبی رفعت","F"
"بیبی زهرا","F"
"بیبی سارا","F"
"بیبی سکینه","F"
"بیبی سلطان","F"
"بیبی سلیمه","F"
"بیبی صغری","F"
"بیبی طاهره","F"
"بیبی عایشه","F"
"بیبی ماه","F"
"بیبی مریم","F"
"بیبی ناز","F"
"بیت","M"
"بیت الاه","M"
"بیت اللاه","M"
"بیت الله","M"
"بیت اله","M"
"بیت علی","M"
"بیتا","M"
"بیتالاه","M"
"بیتوک","F"
"بید حیدر","M"
"بیدا","M"
"بیداد","F"
"بیدار","F"
"بیدالله","M"
"بیداله","M"
"بیده مونا","F"
"بیرا م گلدی","M"
"بیرام","M"
"بیرام محمد","M"
"بیرام بردی","M"
"بیرام بی بی","F"
"بیرام تاج","F"
"بیرام تقان","F"
"بیرام علی","M"
"بیرام قلی","M"
"بیرام قلیچ","M"
"بیرام گل","F"
"بیرام گلدی","F"
"بیرامعلی","M"
"بیربخش","M"
"بیرمعلی","M"
"بیروز","M"
"بیری","M"
"بیریا","F"
"بیزن","M"
"بیژ ن","M"
"بیژن","M"
"بیژن علی","M"
"بیژنگ","M"
"بیستون","F"
"بیسی","M"
"بیضاء خانم","F"
"بیک","M"
"بیک دردی","M"
"بیک زاد","M"
"بیک علی","M"
"بیک محمد","M"
"بیک مراد","M"
"بیک میرزا","M"
"بیک نظر","M"
"بیکم جان","M"
"بیکه","M"
"بیگ لر","M"
"بیگ محمد","M"
"بیگ مراد","M"
"بیگد","M"
"بیگزاده","M"
"بیگل","F"
"بیگلر","M"
"بیگم","F"
"بیگم جان","F"
"بیگم ال","F"
"بیگم بی بی","F"
"بیگم سلطان","F"
"بیگم ناز","M"
"بیگمجان","M"
"بیگی","M"
"بیلت","M"
"بیمان","M"
"بیمانه","M"
"بیمت","M"
"بیمن","M"
"بینا","M"
"بینش","M"
"بیهن","M"
"بیوک","M"
"بیوک آقا","M"
"بیوک خانم","F"
"بیوک علی","M"
"بیوک ننه","F"
"بیوک نه نه","F"
"بیوکخانم","F"
"بیوکخانوم","F"
"بیوکعلی","F"
"بیوگ","F"
"بیوگ خانم","F"
"بیؤن","M"
"پ یمان","M"
"پا نیتا","M"
"پاپل","M"
"پاپور","M"
"پاپی","M"
"پاپی احمد","M"
"پاپی حسن","M"
"پاپی حسین","M"
"پاپی حیدر","M"
"پاپی رضا","M"
"پاپی صمد","M"
"پاپی کرم","M"
"پاپی مراد","M"
"پاپی ولی","M"
"پادرا","M"
"پادشاه","M"
"پادوار","M"
"پاراحات","M"
"پاراخت","M"
"پارچه طلا","M"
"پارس","M"
"پارسا","M"
"پارلا","M"
"پارمیدا","F"
"پاریس","F"
"پاستور","M"
"پاسر","M"
"پاسکال","M"
"پاشا","M"
"پاشجم","M"
"پاطریس","M"
"پاک زاد","M"
"پاک نهاد","M"
"پاک نوش","F"
"پاکان","M"
"پاکذاد","M"
"پاکروان","M"
"پاکزاد","M"
"پاکنظر","M"
"پاکنوش","F"
"پاکیزه","F"
"پاله","F"
"پالیزا","M"
"پام","M"
"پانتا","F"
"پانته آ","F"
"پانتیش","M"
"پاندورا","F"
"پانی","M"
"پانیتا","F"
"پانید","F"
"پانیذ","F"
"پانیز","F"
"پانیه","F"
"پاوان","M"
"پاوس","M"
"پایاب","M"
"پایان","M"
"پایدار","M"
"پایماز","M"
"پاینده","M"
"پایور","M"
"پاییزعلی","M"
"پاییزه","F"
"پتی محمد","M"
"پجمان","M"
"پخشان","M"
"پداخواست","M"
"پدارام","M"
"پدارم","M"
"پدرام","M"
"پدرپور","M"
"پدیده","F"
"پذرام","M"
"پر ناز ال","F"
"پر دل","M"
"پر ستو","F"
"پر شنگ","M"
"پر فام","M"
"پر نیاز","M"
"پر وانه","F"
"پر وین","F"
"پر ی","F"
"پر یسا","F"
"پراتعلی","M"
"پرادیس","F"
"پراشان","M"
"پرانسیس","M"
"پراونه","F"
"پربسا","F"
"پرپر","M"
"پرتاش","M"
"پرتو","F"
"پردان","M"
"پردیا","M"
"پردیس","M"
"پررخ","M"
"پرروانه","F"
"پررین","F"
"پرزغلی","M"
"پرزین","M"
"پرسا","F"
"پرستش","F"
"پرستو","F"
"پرستو ال","F"
"پرسیا","M"
"پرشنگ","M"
"پرشیا","M"
"پرگان","M"
"پرگل","F"
"پرما","M"
"پرمون","M"
"پرناز","F"
"پرنان","M"
"پرند","M"
"پرند پس","M"
"پرندخت","F"
"پرندوش","F"
"پرنسا","F"
"پرنگ","M"
"پرنوش","F"
"پرنیا","F"
"پرنیا ز","F"
"پرنیاز","F"
"پرنیان","F"
"پرنیک","F"
"پرهام","M"
"پرهان","M"
"پروا","F"
"پروا ن","F"
"پرواز","F"
"پروانه","F"
"پروبز","M"
"پروچیستا","M"
"پرور","F"
"پرورش","M"
"پروز","M"
"پروشات","F"
"پرومند","F"
"پرووانه","F"
"پرویر","M"
"پرویز","M"
"پرویز علی","M"
"پرویزر","M"
"پرویش","M"
"پرویم","M"
"پروین","F"
"پروین ال","F"
"پروین بانو","F"
"پروین دخت","F"
"پرویندخت","F"
"پرویوش","F"
"پری","F"
"پری بانو","F"
"پری تاز","F"
"پری جان","F"
"پری جهان","F"
"پری چهر","F"
"پری چهره","F"
"پری خانم","F"
"پری دخت","F"
"پری رخ","F"
"پری زاد","F"
"پری سیما","F"
"پری گل","F"
"پری ماه","F"
"پری مهر","F"
"پری ناز","F"
"پری نوش","F"
"پری وش","F"
"پری یا","F"
"پریا","F"
"پریان","F"
"پریبسا","F"
"پریثا","F"
"پریجان","F"
"پریچه","F"
"پریچهر","F"
"پریچهره","F"
"پریخواه","F"
"پریخون","F"
"پریدخت","F"
"پریده","F"
"پریدوخت","F"
"پریرخ","F"
"پریرو","F"
"پریز","F"
"پریزاد","F"
"پریسا","F"
"پریسا ال","F"
"پریسا ض","F"
"پریساال","F"
"پریسال","F"
"پریسما","F"
"پریشان","F"
"پریما","F"
"پریماه","F"
"پرینا","F"
"پریناز","F"
"پرینوس","F"
"پرینوش","F"
"پریه","F"
"پریوا","F"
"پریور","F"
"پریوش","F"
"پریویز","F"
"پریوین","F"
"پزاد","F"
"پزدان","F"
"پزشک دخت","F"
"پزمان","F"
"پزوانه","F"
"پزویز","M"
"پژار","M"
"پژمان","M"
"پژواک","F"
"پژوان","M"
"پسته","M"
"پسند","F"
"پشتیوان","M"
"پشکار","F"
"پشکو","M"
"پشمین","M"
"پشنگ","M"
"پعادل","M"
"پغمبر","M"
"پفک","M"
"پکیرمحمد","M"
"پگام","F"
"پگاه","F"
"پناه","M"
"پناه بر خدا","M"
"پناه علی","M"
"پناهعلی","M"
"پناهلی","M"
"پناهی","M"
"پنج شنبه","M"
"پنج علی","M"
"پنجشنبه","M"
"پنجعلی","M"
"پنجه علی","M"
"پنجهعلی","M"
"پندار","M"
"پنوییل","M"
"پو نه","M"
"پوارن","M"
"پوبان","M"
"پوپک","F"
"پور اندوخت","F"
"پور حیدری","M"
"پور رضا","M"
"پورا","M"
"پوران","F"
"پوران ال","F"
"پوران تاج","F"
"پوران دخت","F"
"پورانداخت","F"
"پوراندخت","F"
"پوراندوخت","F"
"پوربا","M"
"پوربخش","M"
"پورتاش","M"
"پورج","M"
"پورجم","M"
"پورداد","M"
"پورمند","M"
"پورنا","M"
"پورنسا","M"
"پورنگ","M"
"پورنیک","M"
"پوری","M"
"پوری ال","M"
"پوریا","M"
"پوریا ولی","M"
"پوریان","M"
"پوریه","M"
"پوزر","M"
"پوژان","M"
"پوژیا","M"
"پوستر","M"
"پوسف","M"
"پولاد","M"
"پولاد علی","M"
"پولکی","F"
"پولی","F"
"پونا","M"
"پونس","M"
"پونه","F"
"پونه ال","F"
"پونیا","F"
"پوهگل","F"
"پویا","M"
"پویان","M"
"پویز","M"
"پویش","F"
"پویه","F"
"پیا","M"
"پیام","M"
"پیام الدین","M"
"پیام الله","M"
"پیام علی","M"
"پیان","M"
"پیخی","M"
"پیر بخش","M"
"پیر حسین","M"
"پیر زاد","M"
"پیر علی","M"
"پیر قلی","M"
"پیر محمد","M"
"پیر مراد","M"
"پیر ولی","M"
"پیراد","M"
"پیراژ","M"
"پیراژه","M"
"پیراله","M"
"پیرامعلی","M"
"پیران","M"
"پیرایه","M"
"پیربخش","M"
"پیرتک","M"
"پیرجلال","M"
"پیرزاد","M"
"پیرعلی","M"
"پیرعلی داد","M"
"پیرک","M"
"پیرمحمد","M"
"پیرناز","M"
"پیره خانم","M"
"پیرو","M"
"پیروت","M"
"پیروز","M"
"پیروزان","M"
"پیروزه","F"
"پیرولی","M"
"پیری","M"
"پیریوش","F"
"پیسا","F"
"پیش بین","M"
"پیشتوان","M"
"پیشرو","M"
"پیشه ور","M"
"پیغام","M"
"پیغمبر","M"
"پیغمبر قلی","M"
"پیغمبرقلی","M"
"پیکر","M"
"پیگون","M"
"پیمان","M"
"پیمانعلی","M"
"پیمانه","F"
"پیمای","M"
"پیوسته","F"
"پیوند","M"
"تا بان","F"
"تا شجان","M"
"تابان","F"
"تابدوق","M"
"تابس","F"
"تابست","F"
"تابعه طلا","F"
"تابنده","F"
"تابیه","F"
"تاپدوح","F"
"تاپدوغ","F"
"تاپدوق","M"
"تات گلدی","F"
"تاتیانا","F"
"تاج","F"
"تاج آفرین","F"
"تاج الدولت","F"
"تاج الدوله","F"
"تاج الدین","F"
"تاج الرجال","F"
"تاج الملوک","F"
"تاج امیر","F"
"تاج بانو","F"
"تاج بخش","F"
"تاج بردی","F"
"تاج بی بی","F"
"تاج بیببی","F"
"تاج بیبی","F"
"تاج جان","F"
"تاج خاتون","F"
"تاج خان","F"
"تاج خانم","F"
"تاج دردی","F"
"تاج دولت","F"
"تاج سر","F"
"تاج سلطان","F"
"تاج طلا","F"
"تاج قلی","M"
"تاج گل","F"
"تاج گلدی","F"
"تاج مار","F"
"تاج ماه","F"
"تاج محل","M"
"تاج محمد","M"
"تاج مراد","M"
"تاج ملوک","F"
"تاج میر","F"
"تاج وردی","F"
"تاج ولی","F"
"تاجاه","F"
"تاجبخش","M"
"تاجدردی","F"
"تاجدولت","F"
"تاجر","M"
"تاجقلی","M"
"تاجگل","F"
"تاجما","F"
"تاجماه","F"
"تاجملوک","F"
"تاجمه","F"
"تاجه","M"
"تاجور","F"
"تاجولی","F"
"تاجی","F"
"تاجی گل","F"
"تاجیبهلولی","F"
"تاجیک","M"
"تاجیه","F"
"تاچ بردی","M"
"تادر","M"
"تار قلی","M"
"تار محمد","M"
"تار وردی","M"
"تارا","F"
"تارخ","F"
"تارگلی","F"
"تارملا","M"
"تاره گل","F"
"تارودی","F"
"تاروردی","F"
"تاروولگی","F"
"تارویردی","F"
"تاری","F"
"تاری بس","F"
"تاری وردی","F"
"تاریوردی","F"
"تاریویردی","F"
"تازگل","F"
"تازه","F"
"تازه قربان","F"
"تازه گل","F"
"تاس علی","M"
"تاش تقان","F"
"تاشان","F"
"تاشجان","F"
"تاشلی","M"
"تاغان محمد","M"
"تاغن گل","F"
"تافه","F"
"تاقان دوردی","M"
"تالح","M"
"تالوردی","M"
"تالیا","M"
"تالین","F"
"تالیه","F"
"تامارا","F"
"تامان","M"
"تامانج","M"
"تامی","M"
"تامیلا","F"
"تامین","F"
"تامینه","F"
"تانقروردی","M"
"تانیا","F"
"تاهمه","F"
"تاهمینه","F"
"تاهید","F"
"تای وردی","M"
"تایار","F"
"تایب","F"
"تایجان","F"
"تایلان","F"
"تایماد","M"
"تایماز","M"
"تایمز","M"
"تایو یردی","M"
"تبارک","M"
"تبارک علی","M"
"تبارکه","M"
"تباق محمد","M"
"تبرک","M"
"تبریز","M"
"تبسم","F"
"تبی اله","M"
"تتاج الدین","M"
"تتمان","M"
"تجارت","M"
"تجدد","M"
"تجربه","M"
"تجیبه","F"
"تح الله","M"
"تحسان","M"
"تحسین","F"
"تحفه","F"
"تحمد","M"
"تحمد رضا","M"
"تحید","M"
"تخته","F"
"تخته گل","F"
"تختی","M"
"تخرسین","M"
"تدبیر","M"
"تراب","M"
"تراب علی","M"
"ترابعلی","M"
"ترابی","M"
"تراج","F"
"تراز","F"
"ترانه","F"
"تراوت","F"
"ترب","F"
"ترجمان","M"
"ترحم","F"
"ترحیم","F"
"ترزیا","M"
"ترشید وحدت","M"
"ترکان","M"
"ترکل","F"
"ترکی","F"
"ترکیه","F"
"ترگس","F"
"ترگل","F"
"ترلان","F"
"ترمه","F"
"ترنج","F"
"ترو سکه","F"
"تروسکه","F"
"تریا","F"
"تریاک","F"
"تریفه","M"
"تریکه","F"
"تریمان","M"
"تزه","M"
"تسبیه","F"
"تسترن","F"
"تسرین","F"
"تسکین","F"
"تشکیل","F"
"تشهن","F"
"تشویق","F"
"تعارف","F"
"تعارفعلی","M"
"تعرفه","F"
"تعظم","F"
"تعقی","M"
"تعمت اله","M"
"تعمینه","F"
"تعید","M"
"تعیم","M"
"تفانقلیچ","M"
"تفانگل","M"
"تفی","M"
"تقارن درودی","M"
"تقان","M"
"تقان بردی","M"
"تقان بی بی","F"
"تقان تاج","F"
"تقان دردی","F"
"تقان قلیچ","M"
"تقان گلدی","F"
"تقان محمد","M"
"تقان مراد","M"
"تقان وردی","M"
"تقاندردی","M"
"تقاندری","M"
"تقانقلی","M"
"تقانقلیچ","M"
"تقای مراد","M"
"تقدیر","M"
"تقدیرعلی","M"
"تقوی","M"
"تقی","M"
"تقی الله","M"
"تقی لله","M"
"تقیه","M"
"تک ناز","M"
"تکتک","M"
"تکتکم","M"
"تکتم","M"
"تکذ","M"
"تکذبان","M"
"تکز","M"
"تکناز","M"
"تکه دردی","M"
"تکین","M"
"تل ماه","M"
"تل ناز","M"
"تلاله","M"
"تلما","M"
"تلمان","M"
"تلناز","M"
"تلی","M"
"تلی بیگم","M"
"تلینا","M"
"تماته","F"
"تماج","F"
"تماره","F"
"تماشا","F"
"تمال","F"
"تمام","F"
"تمام تاج","F"
"تمام زر","F"
"تمام زینب","F"
"تمامه","F"
"تمثال","F"
"تمحمد","M"
"تمدن","F"
"تمشک","F"
"تمک","M"
"تمنا","F"
"تمنا ال","F"
"تموچین","F"
"تموفیق","M"
"تمیر اله","M"
"تمیم","F"
"تمیمه","F"
"تندیس","F"
"تنوجا","M"
"تهامه","F"
"تهانی","F"
"تهراب","M"
"تهران","M"
"تهران گل","F"
"تهرانه","F"
"تهماسب","M"
"تهمتن","F"
"تهمورث","M"
"تهمینه","F"
"تهی محمد","M"
"تواب وردی","M"
"تواق بی بی","F"
"تواق دردی","F"
"تواق قلی","M"
"تواق قلیچ","M"
"تواق گلدی","M"
"تواق محمد","M"
"تواقلیچ","M"
"توان","M"
"توانا","M"
"توبا","F"
"توبا نیاز","M"
"توحدی","M"
"توحید","M"
"توحید اسماعیل","M"
"توحید رضا","M"
"توحید غلی","M"
"توحیدقلی","M"
"توحیده","M"
"توحیدی","M"
"توخید","M"
"تور ج","M"
"تور علی","M"
